airfoil    clmax    cd0   cdc   clc   cm   m0   alpha0   alphaM
nl722343 1.165300 0.011940 0.009830 0.382900 -0.032300 0.112392 -1.406817 11.000000
nl722362 1.117700 0.012110 0.010000 0.494900 -0.049900 0.117982 -2.194714 11.000000
nlf0115 1.320600 0.015940 0.015630 0.450100 -0.043000 0.080329 -3.603237 15.000000
nlf0215f 1.460300 0.017160 0.018460 0.711500 -0.107300 0.070093 -8.150820 15.000000
nlf416 1.481400 0.015220 0.018100 0.584500 -0.072500 0.091896 -4.360451 13.500000
nlr1t 1.161900 0.014900 0.010110 0.456400 -0.042500 0.115763 -1.942539 11.500000
nlr7301 1.169300 0.021340 0.016690 0.437900 -0.048000 0.105600 -2.146780 10.500000
nn7mk20 1.312400 0.016270 0.019360 0.623000 -0.090600 0.102617 -4.071139 10.000000
npl9510 0.885400 0.016030 0.017660 0.401900 -0.070100 0.113686 -1.535185 8.500000
npl9615 1.170900 0.010310 0.010500 0.447000 -0.035500 0.103067 -2.336999 13.000000
npl9626 1.101500 0.010050 0.011030 0.400400 -0.027500 0.109230 -1.665672 11.500000
npl9627 1.222200 0.009860 0.010720 0.416800 -0.030700 0.103890 -2.011923 13.500000
npl9660 1.212400 0.010940 0.010300 0.382200 -0.019700 0.104138 -1.670132 12.500000
nplx 0.915700 0.013940 0.011250 0.314000 -0.044300 0.119314 -0.631705 8.500000
oa206 0.828900 0.007650 0.008020 0.274100 -0.002100 0.106688 -0.569186 7.500000
oa209 1.288100 0.012550 0.009150 0.328000 -0.002100 0.108379 -1.026408 12.500000
oa212 1.305700 0.013090 0.011560 0.404500 -0.017900 0.085560 -2.727676 15.500000
oa213 1.496800 0.017020 0.011060 0.469500 -0.015100 0.098148 -2.783573 14.500000
oaf095 1.493900 0.014130 0.010770 0.751300 -0.128300 0.098685 -5.613142 11.000000
oaf102 1.400800 0.012970 0.011800 0.695600 -0.120300 0.101633 -4.844211 10.000000
oaf117 1.476300 0.011900 0.011190 0.472800 -0.051000 0.102432 -2.615733 13.500000
oaf128 1.471000 0.012350 0.012130 0.360800 -0.025400 0.107284 -1.363040 13.500000
oaf139 1.178500 0.013020 0.013020 0.064300 0.038900 0.113441 1.433187 12.500000
p51droot 1.239700 0.014710 0.014990 0.380000 -0.034800 0.078839 -2.819956 16.000000
p51hroot 1.002300 0.028280 0.028080 0.034200 0.022800 0.097930 1.650771 11.000000
p51htip 0.883900 0.005200 0.005010 0.308100 -0.026700 0.092000 -1.348913 8.500000
pfcm 0.832900 0.009420 0.009280 0.434500 -0.053200 0.115776 -1.752921 6.500000
pmc19sm 1.037500 0.003240 0.001330 0.254500 0.019600 0.098464 -0.584701 10.500000
psu-90-125wl 1.253000 0.012190 0.011600 0.529900 -0.067500 0.070136 -5.555352 15.000000
psu94097 1.396700 0.032900 0.011410 0.716600 -0.111100 0.093970 -5.625808 11.500000
pt40 1.456300 0.033270 0.013380 0.569800 -0.073500 0.085587 -4.657514 15.000000
r1082 1.270200 0.017340 0.023710 0.500400 -0.049300 0.096991 -3.159246 9.500000
r1082t 1.243800 0.015900 0.019680 0.515000 -0.052400 0.109581 -2.699722 8.500000
r140 0.738800 0.010200 0.011380 0.324100 -0.018000 0.117294 -0.763139 6.500000
rae100 0.981400 0.008640 0.009410 0.331000 -0.018000 0.109776 -1.015231 10.500000
rae104 0.762100 0.013090 0.011990 0.312600 -0.017300 0.123674 -0.527619 7.500000
rae2822 0.957600 0.015010 0.013380 0.403200 -0.062200 0.106238 -1.795270 8.500000
rae5212 1.287800 0.015330 0.011570 0.475100 -0.061000 0.103434 -2.593246 12.500000
rae5213 1.143500 0.011990 0.010080 0.434200 -0.045400 0.112658 -1.854131 10.000000
rae5214 1.144600 0.012620 0.009900 0.427500 -0.044400 0.115600 -1.698097 10.000000
rae5215 1.183100 0.012830 0.010050 0.439800 -0.051100 0.115117 -1.820472 10.000000
rae69ck 0.957600 0.015010 0.013380 0.403200 -0.062200 0.106238 -1.795270 8.500000
raf15 1.198100 0.013070 0.009970 0.572200 -0.063200 0.115638 -2.948181 11.000000
raf26 0.916600 0.009670 0.008380 0.524100 -0.074600 0.119633 -2.380886 7.000000
raf27 0.879200 0.010190 0.009440 0.388300 -0.032200 0.130613 -0.972897 9.000000
raf28 1.089200 0.009290 0.009680 0.524900 -0.065400 0.102032 -3.144464 10.500000
raf30 1.042300 0.010470 0.010990 0.246400 -0.001000 0.107519 -0.291698 11.500000
raf30md 0.676800 0.008350 0.008060 0.310900 -0.017700 0.113788 -0.732268 6.500000
raf31 1.194300 0.011800 0.010960 0.562100 -0.077600 0.077865 -5.218932 15.000000
raf32 1.385300 0.019720 0.013070 0.818600 -0.144000 0.064449 -10.701585 16.500000
raf32md 1.328100 0.016550 0.011170 0.721900 -0.121700 0.084511 -6.542072 12.000000
raf33 1.299200 0.013660 0.003280 0.648800 -0.056300 0.106840 -4.072632 10.500000
raf34 1.141300 0.011200 0.012280 0.542300 -0.048200 0.079655 -4.808149 14.500000
raf38 1.191700 0.011300 0.011550 0.606800 -0.074300 0.074994 -6.091301 15.000000
raf48 1.274600 0.012520 0.012930 0.694200 -0.082700 0.089007 -5.799416 13.000000
raf6 1.439800 0.038490 0.010410 0.792000 -0.109100 0.110728 -5.152662 10.500000
raf69 1.282700 0.014640 0.014680 0.361600 -0.028800 0.071820 -3.034809 18.000000
raf89 1.245000 0.018020 0.017210 0.299400 -0.018300 0.072221 -2.145637 17.500000
rc08n1 0.965500 0.002210 0.001010 0.347800 -0.013500 0.097789 -1.556620 9.000000
rc1064c 1.005400 0.012140 0.010460 0.474000 -0.049800 0.114783 -2.129519 10.000000
rc10b3 1.144100 0.013480 0.011140 0.478900 -0.043900 0.104088 -2.600915 11.000000
rc10n1 1.078200 0.010710 0.011170 0.377400 -0.018700 0.100777 -1.744905 11.000000
rc1264c 1.127600 0.015980 0.012000 0.427200 -0.037700 0.099768 -2.281934 12.000000
rc12b3 1.197100 0.014370 0.012800 0.558500 -0.056000 0.081988 -4.811983 14.500000
rc12n1 1.126300 0.012200 0.012560 0.405700 -0.024700 0.095979 -2.226985 12.000000
rc410 1.397100 0.015080 0.010110 0.420300 -0.020300 0.098038 -2.287135 14.000000
rc510 1.301200 0.014130 0.010810 0.430300 -0.023900 0.096194 -2.473273 13.500000
rcsc2 0.915500 0.013180 0.010950 0.415300 -0.044700 0.119827 -1.465822 9.500000
rg12a 1.130600 0.010550 0.008950 0.533500 -0.062900 0.112492 -2.742574 10.000000
rg12a189 1.130100 0.010550 0.008950 0.533700 -0.063000 0.112450 -2.746109 10.000000
rg1410 1.182100 0.010820 0.009510 0.524900 -0.058700 0.105686 -2.966613 12.000000
rg149 1.142100 0.010560 0.008920 0.497300 -0.054700 0.109677 -2.534226 11.000000
rg1495 1.165200 0.010740 0.009200 0.510600 -0.056600 0.108600 -2.701657 11.500000
rg15 1.144200 0.010450 0.008670 0.501900 -0.062300 0.110896 -2.525862 10.500000
rg15a111 1.226200 0.011210 0.009970 0.499400 -0.056200 0.097267 -3.134339 13.000000
rg15a213 1.349100 0.011870 0.011180 0.522000 -0.060000 0.083871 -4.223874 15.000000
rg8 1.252400 0.012830 0.009820 0.543600 -0.078500 0.102607 -3.297877 12.000000
rhodesg30 1.253600 0.018390 0.011930 0.711200 -0.063700 0.082177 -6.654498 11.000000
rhodesg32 1.394400 0.017260 0.014580 0.805300 -0.074600 0.097809 -6.233419 9.500000
rhodesg34 1.545100 0.017990 0.016150 0.893700 -0.083300 0.085671 -8.431716 12.000000
rhodesg36 1.678400 0.017480 0.018160 0.958900 -0.087700 0.080045 -9.979487 13.500000
s1010 0.760900 0.007840 0.007710 0.287300 -0.011500 0.109916 -0.613819 7.500000
s1012 1.032800 0.018360 0.015430 0.334100 -0.015000 0.102117 -1.271730 12.500000
s1046 1.108000 0.012880 0.013020 0.213500 0.003600 0.097393 -0.192142 13.000000
s1210 1.962600 0.064220 0.016600 1.290000 -0.247400 0.085994 -13.001057 14.500000
s1223 2.294200 0.083210 0.020440 1.432600 -0.274900 0.132793 -8.788192 13.000000
s1223rtl 2.195200 0.065920 0.023550 1.356100 -0.250600 0.122186 -9.098634 13.000000
s2027 1.348800 0.012120 0.012080 0.488000 -0.046500 0.101036 -2.829975 12.000000
s2046 1.374200 0.011980 0.009120 0.590000 -0.086800 0.107607 -3.482894 11.500000
s2048 1.123100 0.011700 0.009350 0.514500 -0.071000 0.114183 -2.505940 9.500000
s2050 1.121700 0.010280 0.008660 0.445400 -0.050300 0.111525 -1.993723 10.000000
s2055 1.070900 0.010720 0.009050 0.484000 -0.057700 0.102413 -2.725947 10.000000
s2060 1.076500 0.010090 0.008690 0.486900 -0.063600 0.113252 -2.299255 9.500000
s2062 1.071900 0.009670 0.008670 0.473300 -0.059900 0.110613 -2.278869 9.000000
s2091 1.436300 0.017620 0.010410 0.638400 -0.080200 0.083764 -5.621446 14.500000
s3 1.169000 0.009680 0.010630 0.435500 -0.021500 0.101438 -2.293243 11.000000
s3002 1.468800 0.016760 0.009670 0.604100 -0.077000 0.093123 -4.487148 13.500000
s3010 1.378400 0.012040 0.009960 0.523700 -0.053400 0.091787 -3.705595 13.500000
s3014 1.200000 0.012340 0.009560 0.509800 -0.052600 0.091044 -3.599463 12.000000
s3016 1.179700 0.009950 0.009290 0.468100 -0.044200 0.095586 -2.897175 12.000000
s3024 1.297700 0.018020 0.010530 0.621800 -0.082400 0.080452 -5.728869 13.500000
s3025 1.316500 0.018060 0.010250 0.632400 -0.082900 0.080147 -5.890534 13.500000
s4022 1.329300 0.005380 0.002000 0.826800 -0.147000 0.092464 -6.941894 10.000000
s4053 1.245900 0.015450 0.009990 0.596000 -0.079700 0.093311 -4.387235 11.500000
s4061 1.375100 0.016540 0.010800 0.641100 -0.087300 0.081056 -5.909322 14.000000
s4062 1.394300 0.019650 0.012110 0.687600 -0.105500 0.079825 -6.613843 14.000000
s4083 1.237400 0.017190 0.001590 0.617700 -0.079900 0.117930 -3.237834 9.500000
s4110 1.376600 0.014990 0.009370 0.623200 -0.090200 0.102143 -4.101259 12.000000
s4158 1.298700 0.021200 0.016170 0.561000 -0.089700 0.078738 -5.124940 14.500000
s4180 1.570700 0.033120 0.010990 0.676200 -0.083800 0.085000 -5.955294 15.500000
s4233 1.281700 0.012850 0.012150 0.605900 -0.077600 0.104908 -3.775518 10.000000
s4310 1.437100 0.020000 0.011250 0.663500 -0.084200 0.082673 -6.025621 14.500000
s4320 1.504000 0.036040 0.010930 0.705200 -0.094700 0.093721 -5.524426 12.500000
s5010 1.220900 0.012530 0.010250 0.372500 -0.007900 0.099926 -1.727747 11.500000
s5020 1.210200 0.014040 0.010100 0.385600 -0.007400 0.108492 -1.554190 10.500000
s6061 1.054700 0.000870 0.001000 0.426300 -0.040400 0.097592 -2.368201 10.000000
s6063 0.870400 0.000380 0.000580 0.387000 -0.035000 0.109125 -1.546392 7.500000
s7012 1.170700 0.000680 0.001100 0.468300 -0.050500 0.104574 -2.478172 10.000000
s7055 1.196100 0.004480 0.001750 0.599800 -0.073500 0.098235 -4.105780 10.000000
s7075 1.376500 0.002680 0.001300 0.600300 -0.086300 0.102062 -3.881746 11.500000
s8025 1.029100 0.007380 0.009020 0.274400 -0.002300 0.107192 -0.559893 10.500000
s8035 1.097200 0.010590 0.011080 0.219400 0.005300 0.095375 -0.300393 14.000000
s8036 1.257100 0.013460 0.013830 0.402000 -0.027500 0.075111 -3.352113 17.000000
s8037 1.282300 0.013100 0.014570 0.564000 -0.055200 0.070060 -6.050243 18.000000
s8038 1.207900 0.010930 0.011080 0.327500 -0.014800 0.098045 -1.340297 13.500000
s8052 1.270500 0.011880 0.011460 0.404600 -0.028300 0.089925 -2.499305 14.000000
s8055 1.299900 0.013390 0.011840 0.561900 -0.062900 0.085347 -4.583707 15.000000
s9000 1.283300 0.010360 0.008940 0.549400 -0.069400 0.108007 -3.086688 11.500000
s9026 0.980500 0.008920 0.009050 0.321400 -0.016100 0.108648 -0.958177 10.500000
s9027 0.888000 0.007950 0.008370 0.282800 -0.009500 0.109764 -0.576445 9.000000
s9032 0.943400 0.008530 0.008780 0.297900 -0.012200 0.108975 -0.733655 10.000000
s9033 0.864500 0.007410 0.008350 0.263300 -0.005500 0.109400 -0.406764 8.500000
s9037 1.339200 0.018930 0.009610 0.622300 -0.080800 0.093156 -4.680224 12.000000
sa7038 1.341800 0.016810 0.009320 0.614600 -0.082100 0.104438 -3.884805 11.000000
saratov 1.638200 0.061330 0.028060 0.987700 -0.173800 0.105590 -7.354106 8.500000
sc1012r8 1.414500 0.017180 0.012210 0.495000 -0.029800 0.100455 -2.927571 12.500000
sc1094r8 1.281500 0.015430 0.010530 0.416900 -0.020300 0.112496 -1.705900 11.500000
sc1095 1.255800 0.009530 0.008900 0.338400 -0.016800 0.109230 -1.098060 12.000000
sc1095r8 1.270500 0.015350 0.009020 0.322100 -0.020300 0.108538 -0.967626 12.500000
sc20010 0.854500 0.011240 0.010400 0.262200 -0.003500 0.113086 -0.318595 8.500000
sc20012 0.990300 0.012840 0.011800 0.207900 0.007800 0.105792 0.034823 10.500000
sc20410 0.975300 0.015380 0.012630 0.381300 -0.045400 0.061045 -4.246212 18.000000
sc20412 1.166100 0.018220 0.014530 0.404300 -0.050400 0.112088 -1.606987 10.500000
sc20414 1.291000 0.019950 0.016870 0.415400 -0.051900 0.111674 -1.719753 11.500000
sc20518 1.446600 0.021200 0.019910 0.506500 -0.065000 0.097729 -3.182697 13.500000
sc20610 1.036400 0.017140 0.012890 0.541100 -0.071600 0.115905 -2.668468 7.500000
sc20612 1.234500 0.019790 0.014550 0.562700 -0.076200 0.116383 -2.834915 9.500000
sc20614 1.337100 0.021660 0.016550 0.575000 -0.078200 0.112728 -3.100774 10.500000
sc20710 1.071400 0.017160 0.015820 0.602900 -0.081500 0.118500 -3.087764 7.000000
sc20712 1.233400 0.020320 0.014800 0.641400 -0.088100 0.120705 -3.313792 8.500000
sc20714 1.357000 0.024860 0.018160 0.583200 -0.078300 0.120850 -2.825817 10.000000
sc2110 1.412200 0.015910 0.009390 0.398000 -0.015600 0.100071 -1.977177 14.000000
sd2030 1.181000 0.012320 0.010230 0.539800 -0.074100 0.107400 -3.026071 11.000000
sd2083 1.117900 0.002800 0.001480 0.545800 -0.069800 0.088776 -4.148058 10.500000
sd5060 1.290000 0.011090 0.009320 0.482500 -0.052200 0.098743 -2.886429 12.000000
sd6060 1.124100 0.010590 0.010160 0.493400 -0.050200 0.093115 -3.298802 11.000000
sd7003 1.233400 0.008310 0.008850 0.413300 -0.035900 0.106467 -1.881966 11.500000
sd7032 1.433700 0.020520 0.009790 0.666800 -0.091700 0.091873 -5.257819 13.000000
sd7034 1.427300 0.017280 0.010580 0.636300 -0.079600 0.074659 -6.522698 16.500000
sd7037 1.327300 0.016140 0.009180 0.594300 -0.077600 0.094180 -4.310257 13.000000
sd7043 1.492100 0.018190 0.009710 0.662400 -0.095100 0.091913 -5.206854 14.000000
sd7062 1.586000 0.017210 0.011800 0.671900 -0.081100 0.087371 -5.690231 15.000000
sd7080 1.170000 0.001940 0.001200 0.473700 -0.063400 0.098319 -2.818014 11.500000
sd7084 1.180000 0.011160 0.009010 0.522800 -0.058300 0.095919 -3.450459 12.000000
sd7090 1.263300 0.009610 0.009350 0.507600 -0.056300 0.099761 -3.088146 13.500000
sd8000 1.224100 0.010260 0.008620 0.463500 -0.053000 0.109393 -2.237033 11.500000
sd8020 0.949000 0.010070 0.009690 0.386100 -0.029700 0.112328 -1.437255 10.500000
sd8040 1.386700 0.012320 0.009330 0.549100 -0.064200 0.092463 -3.938624 14.000000
sg6040 1.346800 0.014010 0.014200 0.578000 -0.082400 0.068290 -6.463904 18.000000
sg6041 1.259600 0.012740 0.010190 0.578600 -0.075000 0.104079 -3.559262 12.000000
sg6042 1.468300 0.022620 0.011360 0.713500 -0.115000 0.089606 -5.962631 14.500000
sg6043 1.621000 0.050630 0.012830 0.926500 -0.168900 0.082537 -9.225249 15.500000
sg6050 1.383900 0.015060 0.013230 0.628700 -0.089700 0.101563 -4.190249 11.500000
sg6051 1.326100 0.015430 0.013050 0.608200 -0.090400 0.083135 -5.315769 13.500000
sm701 1.578100 0.015430 0.014890 0.714700 -0.110700 0.082659 -6.646318 16.500000
sokolov 1.500700 0.013930 0.011400 0.918000 -0.160700 0.084071 -8.919395 10.000000
spicasm 1.468100 0.041300 0.012500 0.737700 -0.093400 0.088773 -6.309928 13.000000
ssca07 0.958900 0.008790 0.008700 0.322700 -0.016300 0.109647 -0.943079 9.000000
ssca09 1.159500 0.011680 0.009520 0.354800 -0.018400 0.104968 -1.380078 11.500000
stcyr171 1.066500 0.012300 0.010290 0.231100 0.000000 0.105152 -0.197777 12.500000
stcyr172 1.154700 0.009560 0.012400 0.292600 -0.008400 0.104006 -0.813292 14.000000
stcyr234 1.537500 0.016930 0.014400 0.996800 -0.096800 0.056970 -15.497021 14.500000
stcyr24 1.672400 0.034860 0.012420 1.000100 -0.123000 0.076433 -11.084605 14.000000
ste87391 1.436000 0.027540 0.023140 0.559900 -0.100300 0.098352 -3.692818 12.000000
tempest1 1.057600 0.014270 0.014510 0.509000 -0.054900 0.088862 -3.727950 14.000000
tempest2 1.000900 0.014040 0.012290 0.535500 -0.062400 0.109336 -2.897746 10.500000
th25816 0.527600 0.056610 0.054420 -0.216200 0.041200 0.073609 4.937153 11.000000
trainer60 1.315700 0.014650 0.014310 0.202700 0.010600 0.085749 -0.363884 17.500000
tsagi12 1.056400 0.011840 0.012300 0.577700 -0.055700 0.084076 -4.871175 12.500000
ua79sff 0.267500 0.064750 0.055650 -0.085000 0.035500 0.025896 5.282360 18.000000
ua79sfm 0.736400 0.026900 0.024250 0.218700 -0.032800 0.083411 -0.621971 9.000000
ui1720 0.978700 0.025930 0.023240 0.696000 -0.078500 0.039862 -15.460019 14.000000
ultimate 0.952700 0.010610 0.011430 0.241600 0.003100 0.112930 -0.139378 10.000000
us1000root 0.894800 0.012780 0.013290 0.172500 0.011700 0.105190 0.360110 8.000000
usa22 1.357500 0.019930 0.011100 0.647800 -0.075700 0.085159 -5.606981 12.500000
usa25 1.283400 0.040780 0.014480 0.644000 -0.074900 0.107609 -3.984646 9.500000
usa26 1.258300 0.020200 0.012090 0.712400 -0.092100 0.112130 -4.353315 9.500000
usa27 1.265600 0.042490 0.001960 0.754300 -0.098600 0.091429 -6.250156 10.000000
usa27m2 1.428000 0.041700 0.013330 0.808300 -0.108100 0.087097 -7.280505 13.000000
usa28 1.227300 0.013690 0.012670 0.582400 -0.087500 0.071812 -6.110092 15.000000
usa31 1.734900 0.055280 0.017800 0.979100 -0.150900 0.081904 -9.954282 13.500000
usa32 1.712300 0.053200 0.018150 0.926600 -0.127200 0.085286 -8.864657 13.500000
usa33 1.297500 0.028220 0.016670 0.591800 -0.046300 0.082317 -5.189259 13.000000
usa34 1.611900 0.025790 0.017100 0.792300 -0.103500 0.082065 -7.654599 13.500000
usa35 1.737300 0.028270 0.016050 0.908900 -0.127500 0.085824 -8.590248 14.500000
usa35a 1.751300 0.044610 0.016070 0.909400 -0.127700 0.076400 -9.903141 16.500000
usa35b 1.474400 0.018730 0.012690 0.840200 -0.086700 0.096072 -6.745524 10.500000
usa40 1.563700 0.020270 0.011970 0.733100 -0.103900 0.093173 -5.868131 13.000000
usa40b 1.744700 0.018470 0.013540 0.678500 -0.083200 0.089078 -5.616939 16.000000
usa41 1.349800 0.035670 0.009470 0.710100 -0.101900 0.102112 -4.954129 10.500000
usa45 1.404400 0.016500 0.015020 0.693500 -0.068400 0.098043 -5.073437 12.000000
usa45m 1.253800 0.021390 0.012580 0.579300 -0.054200 0.104078 -3.566004 10.000000
usa46 0.965800 0.010790 0.008170 0.508300 -0.067100 0.113767 -2.467917 7.000000
usa48 1.196600 0.013000 0.011770 0.533600 -0.065900 0.087156 -4.122387 12.000000
usa50 0.866400 0.009670 0.008230 0.507700 -0.063300 0.124682 -2.071948 6.500000
usa51 1.175800 0.011060 0.009990 0.535400 -0.056200 0.100348 -3.335425 11.500000
usa98 1.729000 0.057640 0.016030 1.006400 -0.191900 0.096276 -8.453295 12.500000
usnps4 1.695600 0.044340 0.011400 0.840400 -0.124100 0.097112 -6.653881 14.500000
v13006 0.794800 0.007340 0.007600 0.323700 -0.014800 0.110467 -0.930296 7.000000
v13009 1.267600 0.008810 0.009160 0.376100 -0.019500 0.103940 -1.618434 13.000000
v23010 1.255700 0.014810 0.011370 0.421400 -0.022300 0.106503 -1.956679 12.500000
v43012 1.455900 0.022710 0.013730 0.617400 -0.041300 0.089453 -4.901953 15.000000
v43015 1.425800 0.006370 0.004020 0.568300 -0.025000 0.083485 -4.807223 15.000000
vr1 1.041800 0.011230 0.010600 0.553100 -0.065600 0.097974 -3.645380 10.000000
vr11x 1.358900 0.019220 0.011810 0.545800 -0.054900 0.108374 -3.036254 13.500000
vr12 1.375000 0.015010 0.010190 0.480000 -0.029400 0.092125 -3.210312 14.500000
vr14 1.199000 0.013010 0.008960 0.401500 -0.020500 0.105600 -1.802083 11.500000
vr5 1.330200 0.017350 0.012420 0.539600 -0.051200 0.086232 -4.257519 13.500000
vr7 1.264600 0.015440 0.011730 0.590900 -0.060100 0.075841 -5.791282 15.000000
vr7b 1.361800 0.003280 0.002120 0.431400 -0.026300 0.088255 -2.888133 15.000000
vr8 0.867600 0.008130 0.008980 0.381400 -0.026800 0.110400 -1.454710 7.500000
wb13535sm 1.227900 0.014640 0.011510 0.691200 -0.101200 0.064851 -8.658208 15.500000
wb140 1.297100 0.018260 0.012890 0.671000 -0.095000 0.065750 -8.205323 16.000000
whitcomb 1.015100 0.022330 0.018940 0.307600 -0.037200 0.061640 -2.990266 18.000000
ys930 0.923500 0.018000 0.018480 0.430000 -0.082500 0.128100 -1.356753 6.500000
